name,price_level,rating,city
Ouray Brewery,-1,3.7,Ouray
Grand Imperial Hotel,-1,4.3,Silverton
The Butcher & Baker Cafe,2,4.3,Telluride
Rustico Ristorante,3,4.4,Telluride
OAK Fat Alley BBQ,2,4.4,Telluride
there,2,4.3,Telluride
Kate's Place,2,4.7,Ridgway
Thee Pitts Again,2,4.1,Silverton
La Cocina De Luz,2,4.5,Telluride
The True Grit Cafe,2,4.1,Ridgway
Floradora Saloon,2,4.3,Telluride
O'Brien's Pub & Grill,2,4,Ouray
Land & Ocean,-1,4.2,Ridgway
Brown Bear Cafe,-1,4.3,Silverton
Aemono Fine Foods & Catering,-1,4.8,Telluride
La Piazza del Villaggio Ristorante,2,4.5,Mountain Village
Artisan Bakery,-1,4.1,Ouray
Camp Robber,2,4.3,Montrose
Pahgre's,2,4.4,Montrose
Cornerhouse Grille,1,4.4,Telluride
Coachlight Restaurant & Tavern,2,4.6,Ouray
Tracks Café & Bar,-1,4.2,Mountain Village
Telluride Bistro,-1,4.3,Telluride
Pickle Barrel,-1,4,Silverton
Colorado Boy Pub & Brewery,-1,4.8,Ridgway
Handlebars Food & Saloon,2,4.4,Silverton
Alpino Vino,-1,4.9,12100Camels'Garden Road
Shanghai Palace Restaurant,2,4,Telluride
Mine Shaft,-1,3.6,Ouray
Poker Alice,-1,4.6,Lake City
Caravan Middle Eastern Food,-1,2.8,Telluride
Thai Chili,2,4.6,Ouray
Brickhouse 737,-1,4.9,Ouray
Camp Bell's Cajun Cuisine,-1,4.6,Ouray
High Pie Pizzeria & Tap Room,2,4,Telluride
Capitol Reef Resort,-1,4.2,Torrey
Broken Spur Inn & Steakhouse,-1,4.4,Torrey
Rim Rock Restaurant,2,4.3,Torrey
Hell's Backbone Grill,2,4.5,Boulder
Hills & Hollows Market,-1,4.9,Boulder
Cafe Diablo,-1,4.2,Torrey
Capitol Reef Inn & Cafe,-1,4.1,Torrey
Burr Trail Grill,2,4.7,Boulder
PetroUS,-1,1,Torrey
Magnolia's Street Food,-1,5,Boulder
Red Cliff Restaurant,-1,4.1,Torrey
La Cueva Restaurante Mexicano,-1,3.9,Torrey
Sweetwater Kitchen,-1,4.3,Boulder
SUBWAY®Restaurants,1,3.8,Torrey
Noor Hotel of Capitol Reef,-1,4,Torrey
Rim Rock Patio,-1,4.3,Torrey
The Saddlery Cowboy Bar and Steakhouse,-1,3.6,Torrey
Slackers,-1,4.4,Torrey
The Lodge At Red River Ranch,-1,4.4,Teasdale
Luna Mesa Cafe,-1,4.5,Torrey
Red Cliffe BBQ,-1,-1,4487
Torrey Grill & BBQ,-1,4.8,Torrey
Reel Bites,-1,5,Bicknell
Side Track,-1,4.1,Caliente
J & J Fast Food Restaurant,-1,4.2,Caliente
Ghost Town Art & Coffee Co.,2,4.7,Pioche
Historic Silver Café,-1,4.2,Pioche
Knotty Pine Restaurant,-1,4.1,Caliente
Sierra Nevada Resort & Spa,-1,4,Mammoth Lakes
Virginia Creek Settlement,-1,4.4,Bridgeport
Bridgeport Inn,-1,3.8,Bridgeport
Austria Hof Restaurant,2,4,Mammoth Lakes
Whoa Nellie Deli,2,4.5,Lee Vining
The Mono Inn,-1,4.5,Lee Vining
SUBWAY®Restaurants,1,3.2,Mammoth Lakes
Gomez's Mexican Restaurant,2,3.8,Mammoth Lakes
Good Life Cafe,-1,4.5,Mammoth Lakes
zpizza,1,4.2,Mammoth Lakes
Slocums Grill & Bar,2,4.2,Mammoth Lakes
Parallax Snowcat Dinners,-1,5,Mammoth Lakes
Skadi,3,4.8,Mammoth Lakes
Thai'd Up,2,3.4,Mammoth Lakes
Tiger Bar & Cafe,2,4.3,June Lake
Mountainside Bar & Grill,-1,3.9,Mammoth Lakes
The Lakefront Restaurant,-1,4.7,Mammoth Lakes
Sierra Inn Restaurant,-1,3.9,June Lake
Base Camp Cafe,2,3.9,Mammoth Lakes
Alpine Deli and Pizza Co,-1,4.3,June Lake
Carl's Jr. #819,1,3.2,Mammoth Lakes
Eagle's Landing Restaurant,-1,4.3,June Lake
Roberto's Mexican Cafe,2,4.3,Mammoth Lakes
Three 95 mexican cafe,-1,4.4,Bridgeport
High Sierra Bakery,-1,5,Bridgeport
Sportsmen's Inn Restaurant,2,4,Bridgeport
Stew Pot Slims,-1,4.3,June Lake
Carson Peak Inn,-1,4,June Lake
June Meadows Chalet Cafe,-1,-1,June Lake
The World Famous Antler Bar,-1,4.3,June Lake
Clocktower Cellar,-1,4.2,Mammoth Lakes
Petra's Bistro & Wine Bar,-1,4.4,Mammoth Lakes
Mogul Restaurant,3,4.5,Mammoth Lakes
Lakanuki,2,3.4,Mammoth Lakes
Nevados,-1,4.4,Mammoth Lakes
Smokeyard BBQ and Chop Shop,2,3.9,Mammoth Lakes
Morrison's Restaurant and Bar,2,4.3,Mammoth Lakes
Bodie Mike's,-1,3.9,Lee Vining
Whitebark Restaurant & Lounge In The Westin Hotel,2,4.2,Mammoth Lakes
Snowcreek Athletic Club,-1,4,Mammoth Lakes
The Stove,2,4.4,Mammoth Lakes
Rafters Restaurant & Lounge,2,3.7,Mammoth Lakes
Pita Pit,1,4.4,Mammoth Lakes
John's Pizza Works,2,4.3,Mammoth Lakes
Black Velvet Coffee | Espresso Bar,-1,4.5,Mammoth Lakes
Toomey's,2,4.2,Mammoth Lakes
Giovanni's Pizzeria,2,4.1,Mammoth Lakes
Stellar Brew & Natural Cafe,-1,4.6,Mammoth Lakes
Nik-N-Willie's Pizza-n-Subs,-1,4.6,Mammoth Lakes
Breakfast Club,2,4.3,Mammoth Lakes
The Yodler Restaurant & Bar,-1,3.7,Mammoth Lakes
Broadway Marketplace,-1,4,Mammoth Lakes
The Mill,2,4.4,Mammoth Lakes
Domino's Pizza,1,3.8,Mammoth Lakes
Bear Creek Pizza,-1,3.2,Mammoth Lakes
Woolly's Tube Park and Snow Play,-1,4.2,Mammoth Lakes
Campo Mammoth,-1,3.5,Mammoth Lakes
53 Kitchen & Cocktails,2,4.1,Mammoth Lakes
Steeps Bar,-1,4,Mammoth Lakes
Mc Coy Station,2,4.5,Mammoth Lakes
Carousel Resort Hotel and Condominiums,-1,4,Ocean City
Seacrets Jamaica USA,2,4.3,Ocean City
Dogfish Head Brewings & Eats,2,4.4,Rehoboth Beach
SUBWAY®Restaurants,1,4.3,Bridgeville
Royal Farms,-1,3.1,Bridgeville
32 Palm,-1,4.1,Ocean City
River Run Golf Club & Community,-1,4,Berlin
Market Street Inn,2,4.1,Salisbury
SUBWAY®Restaurants,1,2.1,Millsboro
Royal Farms,-1,2.4,Milford
Auntie Anne's,1,1.3,Milford
Little Caesars Pizza,1,3.9,Seaford
Baywood Greens Clubhouse,-1,4.8,Millsboro
SUBWAY®Restaurants,1,3.8,Rehoboth Beach
Papa John's Pizza,1,3.8,Ocean View
Ruby Tuesday,2,4.1,Salisbury
SUBWAY®Restaurants,1,4.3,Seaford
SUBWAY®Restaurants,1,3.6,Berlin
Texas Roadhouse,2,4.3,Fruitland
Ruby Tuesday,2,3.9,Rehoboth Beach
Lombardi's Pizza,-1,3.9,Salisbury
Breaker's Pub,-1,4,Ocean City
Ruby Tuesday,2,3.8,Milford
On the Bay Seafood,2,4.3,Ocean City
Five Guys,2,4.5,Ocean City
SUBWAY®Restaurants,1,3.8,Millville
SUBWAY®Restaurants,1,3,Salisbury
Mione's Pizza & Italian Restaurant,2,4.5,Ocean City
SUBWAY®Restaurants,1,5,Selbyville
Ocean Club Night Club,-1,4.3,Ocean City
Suicide Bridge Restaurant,2,4.4,Hurlock
The Shark on the Harbor Restaurant,2,4.6,Ocean City
Choptank Riverboat Co,-1,4,Hurlock
Dunkin' Donuts,1,4,Ocean City
SUBWAY®Restaurants,1,4.5,Rehoboth Beach
Sunset Grille,-1,4.5,Ocean City
Panera Bread,2,4.4,Salisbury
Fratelli's Italian Restaurant,2,4.4,Salisbury
Lucky Star,2,4.3,Fruitland
Captain's Table,2,4.1,Ocean City
Papa John's Pizza,1,3.5,Salisbury
Ruth's Chris Steak House,4,4.5,Berlin
Domino's Pizza,1,3.5,Salisbury
Half Full,2,4.7,Lewes
Domino's Pizza,1,3.9,Laurel
Chinatown Buffet,1,3.9,Salisbury
Ruby Tuesday,2,4.3,Salisbury
Tall Tales Brewing Company,-1,4.2,Parsonsburg
Aqua Grill,-1,3.1,Rehoboth Beach
Grotto Pizza,2,4,Bethany Beach
Ristorante Zebra,-1,4.2,Rehoboth Beach
Harborside Bar & Grill,2,4.5,Ocean City
Subway,1,3.8,Salisbury
Lewes Fishhouse Seafood Market,-1,2.9,Lewes
SUBWAY®Restaurants,1,3.3,Salisbury
SUBWAY®Restaurants,1,4.3,Laurel
Wawa,1,4.3,Salisbury
Chuck E. Cheese's,2,3.7,Salisbury
Lazy Susans,2,4.1,Rehoboth Beach
The Greene Turtle Sports Bar & Grille West OC,2,4.2,Ocean City
SUBWAY®Restaurants,1,3.5,Harrisonburg
Subway,1,4.4,Harrisonburg
Lafayette Inn & Restaurant,-1,4.6,Stanardsville
Valley Mall,-1,3.9,Harrisonburg
The Speakeasy Bar & Restaurant,2,4.2,Luray
SUBWAY®Restaurants,1,3.6,Staunton
Joshua Wilton House,-1,4.5,Harrisonburg
SUBWAY®Restaurants,1,4.1,Harrisonburg
Cracker Barrel Old Country Store,2,4.3,Harrisonburg
Local Chop & Grill House,-1,4.7,Harrisonburg
SUBWAY®Restaurants,1,2.4,Staunton
Thunderbird Cafe,2,4.2,Mc Gaheysville
Shaffer's Barbecue Services,-1,4,Edinburg
Byers Street Bistro,2,4.5,Staunton
SUBWAY®Restaurants,1,3.8,Harrisonburg
Clementine,2,4.3,Harrisonburg
Tutti Gusti Pizzeria,2,3.9,Harrisonburg
Panera Bread,2,4.1,Harrisonburg
Wood Grill Buffet,2,4.5,Harrisonburg
Subway,1,4.4,Harrisonburg
SUBWAY®Restaurants,1,4.3,Weyers Cave
Domino's Pizza,1,4.3,Harrisonburg
Little Caesars Pizza,1,3.5,Harrisonburg
Union Station Restaurant & Bar,2,4.1,Harrisonburg
Ciro's Italian Eatery,2,4.7,Elkton
Domino's Pizza,1,4.1,Harrisonburg
Mr. Sato Express,2,4.6,Harrisonburg
SUBWAY®Restaurants,1,4.4,Broadway
Macado's,2,4.1,Harrisonburg
SUBWAY®Restaurants,1,3.5,Elkton
SUBWAY®Restaurants,1,3.9,Harrisonburg
The Little Grill Collective,1,4.7,Harrisonburg
SUBWAY®Restaurants,1,3.5,Bridgewater
SUBWAY®Restaurants,1,4.3,Grottoes
Mc Alister's Deli,2,4.2,Harrisonburg
Zynodoa Restaurant,2,4.5,Staunton
SUBWAY®Restaurants,1,4,Verona
Tacos el Primo,1,4.7,Harrisonburg
Jack Brown's Beer & Burger Joint,2,4.7,Harrisonburg
Sheetz,1,3.8,Harrisonburg
Romano's Italian Bistro,2,4.5,Mc Gaheysville
Great Wok,1,4.1,Harrisonburg
Pizza Hut,1,3.9,Harrisonburg
QDOBA Mexican Eats,1,4.1,Harrisonburg
The Lost River Grill, Motel and B&B LLC,-1,4.5,Lost City
O'Neill's Grill,2,4.4,Harrisonburg
DQ Grill & Chill Restaurant,1,4.1,Harrisonburg
Golden Corral,2,4.1,Harrisonburg
Texas Roadhouse,2,4.4,Harrisonburg
SUBWAY®Restaurants,1,4.8,Verona
El Charro,1,4.3,Harrisonburg
Thai Cafe,2,4.6,Harrisonburg
Chick-fil-A,1,4.6,Harrisonburg
SUBWAY®Restaurants,1,4.4,Franklin
Pizza Hut,1,3.7,Luray
IHOP,1,4.1,Harrisonburg
Pano's Restaurant & Lounge,2,4.2,Harrisonburg
Capital Ale House,2,4.2,Harrisonburg
Xenia A Kebab Grille,1,4.6,Harrisonburg
Papa John's Pizza,1,3.5,Harrisonburg
SUBWAY®Restaurants,1,2.3,Hurricane
Ruby Tuesday,2,4.1,Ashland
Tri-State Airport Restaurant,-1,3,Huntington
Logan's Roadhouse,2,3.2,Barboursville
Little Caesars Pizza,1,4.1,Ironton
Little Caesars Pizza,1,4.1,Huntington
Hillbilly Hot Dogs,1,4.7,Lesage
Papa John's Pizza,1,4.4,Ashland
SUBWAY®Restaurants,1,4.5,Nitro
Little Caesars Pizza,1,3.8,Ashland
Little Caesars Pizza,1,3.9,Catlettsburg
Texas Roadhouse,2,4.5,Ashland
Wyndham Garden Hotel Cross Lanes Charleston WV,-1,4.3,Cross Lanes
Little Caesars Pizza,1,3.8,Flatwoods
Tudor's Biscuit World,1,4.1,Huntington
SUBWAY®Restaurants,1,4.1,Hamlin
Buffalo Wild Wings,2,4,Cross Lanes
Sbarro,1,3.9,Ashland
Domino's Pizza,1,4.1,Ashland
Bob Evans,-1,3.9,Rio Grande
Outback Steakhouse,2,3.8,Ashland
Pretzelmaker,1,2.5,Ashland
Little Caesars Pizza,1,4,Huntington
Fire Side Grille,2,4.2,Hurricane
Romeo's Pizza,1,4.9,Proctorville
SUBWAY®Restaurants,1,4.3,Ashland
Ruby Tuesday,2,3.9,Barboursville
SUBWAY®Restaurants,1,4.1,Huntington
SUBWAY,1,4,Huntington
Giovanni's Pizza,1,4.5,South Point
Honey Baked Ham Company,2,4.6,Barboursville
Gino's Pizza & Spaghetti House,-1,3.8,Huntington
Little Caesars Pizza,1,4.1,Huntington
Tudor's Biscuit World,1,3.3,Huntington
China One,1,4.6,Barboursville
El Toril,-1,4.2,Gallipolis
SUBWAY®Restaurants,1,2.6,Barboursville
SUBWAY®Restaurants,1,4.2,Huntington
SUBWAY®Restaurants,1,4.1,Ashland
Gino's Pizza & Spaghetti House,-1,4.2,Huntington
SUBWAY®Restaurants,1,4.1,South Point
SUBWAY,1,4.2,Barboursville
SUBWAY®Restaurants,1,3.6,Nitro
SUBWAY®Restaurants,1,3.8,Proctorville
SUBWAY®Restaurants,1,4.6,Ceredo
SUBWAY®Restaurants,1,4.2,Coal Grove
SUBWAY®Restaurants,1,3.8,Buffalo
SUBWAY®Restaurants,1,4.1,Point Pleasant
SUBWAY®Restaurants,1,3.9,Catlettsburg
Bob Evans,1,3.6,Hurricane
SUBWAY®Restaurants,1,3.8,Salt Rock
SUBWAY®Restaurants,1,4.2,Flatwoods
Jimmy John's,1,4.2,Huntington
Little Caesars Pizza,1,4,Point Pleasant
Subway,1,4.5,Gallipolis
Papa John's Pizza,1,4.2,Cross Lanes
Rocco's Little Italy,1,4.6,Huntington
Gino's Pizza & Spaghetti House,-1,4.2,Huntington
SUBWAY®Restaurants,1,4.6,Ashland
SUBWAY®Restaurants,1,4.2,Rio Grande
Courtyard by Marriott Louisville Northeast,-1,4.4,Louisville
Doc Crow's Southern Smokehouse & Raw Bar,2,4.3,Louisville
Buca di Beppo Italian Restaurant,2,4.2,Louisville
Papa Murphy's Take 'N' Bake Pizza,1,3.5,Louisville
KFC Yum! Center,-1,4.5,Louisville
P.F. Chang's,2,4.2,Louisville
Joe's Crab Shack,2,4.1,Louisville
Hammerheads,2,4.7,Louisville
Mimi's Cafe,2,4.1,Louisville
Against the Grain Brewery and Smokehouse,2,4.3,Louisville
Buffalo Wild Wings,2,3.6,Louisville
The Silver Dollar,2,4.4,Louisville
The Village Anchor,3,4.5,Louisville
Golden Corral,2,3.9,Louisville
Cheddar's Scratch Kitchen,2,4.2,Louisville
BJ's Restaurant & Brewhouse,2,4,Louisville
The Old Spaghetti Factory,2,4.1,Louisville
Jeff Ruby's Steakhouse, Louisville,4,4.7,Louisville
Smokey Bones Bar & Fire Grill,2,4,Jeffersontown
Hooters,2,4,Louisville
The Bard's Town,2,4.5,Louisville
Little Caesars Pizza,1,3.8,Louisville
Pizza Hut,1,3.3,Louisville
Marketplace Restaurant,3,4.2,Louisville
Lazer Blaze,-1,4.3,Louisville
Bonefish Grill,2,4.4,Louisville
Chuck E. Cheese's,2,4.1,Louisville
SUBWAY®Restaurants,1,4.4,Louisville
Troll Pub Under the Bridge,2,4.3,Louisville
Garage Bar,2,4.2,Louisville
Cracker Barrel Old Country Store,2,4.1,Louisville
Bluegrass Brewing Company,2,4.2,Louisville
Auntie Anne's Pretzels,1,1.6,Louisville
Harvest Restaurant,3,4.3,Louisville
Texas Roadhouse,2,4.3,Louisville
Vincenzo's,3,4.4,Louisville
Bistro 301,2,4.2,Louisville
Buffalo Wild Wings,2,3.8,Jeffersontown
Proof On Main,3,4.5,Louisville
Brooke & Billy's,2,4.5,Louisville
Zanzabar,-1,4.5,Louisville
Bluegrass Brewing Co,2,4.2,Louisville
Subway,1,4.1,Louisville
Jimmy John's,1,3.9,Louisville
Olive Garden Italian Restaurant,2,4.2,Louisville
Cheddar's Scratch Kitchen,2,4,Louisville
Chili's Grill & Bar,2,3.9,Louisville
Toast On Market,2,4.6,Louisville
Olive Garden Italian Restaurant,2,4.3,Louisville
Bourbon Raw,3,3.5,Louisville
SUBWAY®Restaurants,1,3.4,Louisville
Mussel & Burger Bar,2,4.5,Louisville
SUBWAY®Restaurants,1,3.9,Louisville
Little Caesars Pizza,1,3.8,Louisville
SUBWAY®Restaurants,1,3.1,Crestwood
QDOBA Mexican Eats,1,4.3,Louisville
Long Horn Steakhouse,2,4.3,Louisville
Texas Roadhouse,2,4.4,Louisville
Seviche A Latin Restaurant,2,4.6,Louisville
SUBWAY®Restaurants,1,4,Clarksville
Olive Garden Italian Restaurant,2,4,Bridgeton
Triumph Grill,2,4.1,St.Louis
Momos Greek Tavern,2,4.4,St.Louis
The Schlafly Tap Room,2,4.5,St.Louis
TGI Fridays,2,2.8,Bridgeton
Three Sixty,3,4.3,St Louis
Urban Chestnut Brewing Co,1,4.6,St.Louis
Winslow's Home,2,4.5,St.Louis
Corner Pub & Grill,2,4.4,St.Louis
The Over/Under Bar & Grill,2,4.2,St.Louis
Mango Restaurant,2,4.5,St.Louis
Cicis,1,3.8,St.Louis
Golden Corral,2,3.7,Saint Charles
TGI Fridays,2,3.2,St.Louis
Pappy's Smokehouse,2,4.7,St.Louis
Brick Top's,-1,4.1,Frontenac
Cafe Ventana,1,4.1,St.Louis
Kirkwood Station Brewing Company,-1,3.4,Kirkwood
The Scottish Arms,2,4.6,St.Louis
The Block Restaurant Webster Groves,2,4.5,Webster Groves
Robust Wine Bar,2,4.2,Webster Groves
Llywelyn's Pub,2,4.1,Webster Groves
Stir Crazy Fresh Asian Grill,2,4.1,St.Louis
Half & Half,2,4.2,Clayton
Dewey's Pizza,2,4.7,Kirkwood
City Diner South Grand,1,3.7,St.Louis
Tigin Irish Pub St Louis,2,4.3,St.Louis
Friendly's Sports Bar & Grill,1,4.2,St.Louis
St. Louis Bread Co.,2,4.3,St.Louis
Lotawata Creek,2,4.3,Fairview Heights
Broadway Oyster Bar,2,4.6,St.Louis
Chandler Hill Vineyards,-1,4.2,Defiance
400 Olive Bar & Grill,3,3.6,St.Louis
Zia's Restaurant and Catering,2,4.6,St.Louis
Vin De Set,2,4.4,St.Louis
Dave & Buster's,2,4.1,St.Louis
Bar Louie,2,3.9,St.Louis
St. Louis Bread Co.,2,3.8,Brentwood
Benton Park Cafe,-1,4.5,St.Louis
Defiance Ridge Vineyards,-1,4.4,Defiance
Llywelyn's Pub,2,4.2,St.Louis
Eckert's Belleville Country Store and Farms,2,4.5,Belleville
Chuck E. Cheese's,2,3.8,St.Louis
Diablitos Cantina,2,3.8,St.Louis
Oceano Bistro,2,4.4,Clayton
Seamus Mc Daniel's,2,4.6,St.Louis
Tavern Kitchen & Bar,2,4.6,St Louis
Hooters,2,3.9,St.Louis
Granite City Food & Brewery,-1,4.3,Creve Coeur
Pastaria,2,4.4,Clayton
Golden Corral,2,3.8,St.Louis
John D. Mc Gurk's Irish Pub and Garden,2,4.6,St.Louis
Maggiano's Little Italy,2,4.5,Richmond Heights
The Cheesecake Factory,2,3.9,Chesterfield
Blues City Deli,1,4.9,St.Louis
The Shaved Duck,2,4.5,St.Louis
Panda Express,1,2.7,Chesterfield
Brasserie by Niche,3,4.5,St.Louis
Bridge Tap House & Wine Bar,2,4.6,St.Louis
Chimis Fresh Mex,-1,4.2,Florissant
SUBWAY®Restaurants,1,2.8,Jefferson City
Bentley's,-1,4.7,Lake Ozark
Isle of Capri Casino Hotel Boonville,-1,3.9,Boonville
House of Chow,2,4.1,Columbia
Stir Fry 88,-1,4.9,Jefferson City
Baxter's Lakeside Grille,3,4.6,Lake Ozark
D. Rowe's,2,4.5,Columbia
Pizza Hut,1,3.9,Jefferson City
Wendy's,1,4.1,Osage Beach
Jimmy John's,1,4.3,Columbia
Shakespeare's Pizza - West,2,4.5,Columbia
Mc Donald's,1,3.3,Jefferson City
SUBWAY®Restaurants,1,3.3,Columbia
SUBWAY®Restaurants,1,1.8,Columbia
SUBWAY®Restaurants,1,3.9,Jefferson City
Ruby Tuesday,2,4,Jefferson City
SUBWAY®Restaurants,1,4.5,Eldon
SUBWAY®Restaurants,1,4.5,Tipton
SUBWAY®Restaurants,1,3.3,Eugene
SUBWAY®Restaurants,1,3.9,Boonville
SUBWAY®Restaurants,1,3.6,California
SUBWAY®Restaurants,1,4,Versailles
SUBWAY®Restaurants,1,3.5,Jefferson City
Little Caesars Pizza,1,4.1,Columbia
G & D Pizzaria,2,4.5,Columbia
Shakespeare's Pizza - South,-1,4.5,Columbia
Applebee’s Grill + Bar,2,3.8,Jefferson City
CC's City Broiler,-1,4.7,Columbia
Taco Bell,1,3.5,Jefferson City
O'Donoghue's Steaks and Sea Food,-1,4.2,Jefferson City
Dudley's,1,4.4,Jefferson City
Abigail's,2,4.6,Rocheport
Culver's,1,4.4,Jefferson City
El Espolon,1,4.2,Jefferson City
SUBWAY®Restaurants,1,4.2,Jefferson City
Happy Garden Restaurant,2,3.3,Jefferson City
Alexandros,-1,4.2,Jefferson City
Prison Brews,2,4.2,Jefferson City
Hunan Restaurant,2,4.3,Jefferson City
Chipotle Mexican Grill,1,4.3,Jefferson City
Mc Donald's,1,3.2,Jefferson City
Mc Donald's,1,3.3,Jefferson City
Chili's Grill & Bar,2,3.9,Jefferson City
Jimmy John's,1,4,Jefferson City
Midway Auto Truck Plaza,-1,3.8,Columbia
Little Caesars Pizza,1,4.2,Jefferson City
SUBWAY®Restaurants,1,3.4,Laurie
Taco Bell,1,3.6,Jefferson City
Grand Cru,3,4.5,Columbia
Mc Donald's,1,3.4,Columbia
Sonic Drive-In,1,4.1,Jefferson City
Kate & Ally's Ny Pizzeria,2,4.1,Jefferson City
Mc Donald's,1,3.3,California
Dog Days Bar and Grill,2,4.3,Osage Beach
H. Toad's Bar & Grill,2,3.9,Lake Ozark
High Street Victorian Bed and Breakfast,-1,4.9,Boonville
Cajun Catfish House,2,4.5,Jefferson City
Casey's General Store,1,3.8,Jefferson City
Vista Grande Mexican Restaurant,-1,3.9,Osage Beach
Murry's,2,4.6,Columbia
SUBWAY®Restaurants,1,4.3,Emporia
SUBWAY®Restaurants,1,4.1,Emporia
SUBWAY®Restaurants,1,4.2,Emporia
BobbyD's Merchant St BBQ,2,4.6,Emporia
SUBWAY®Restaurants,1,3.7,Osage City
SUBWAY®Restaurants,1,4.3,Council Grove
SUBWAY®Restaurants,1,3.8,Lebo
Shanghai Chinese Restaurant,2,4.4,Emporia
Pizza Ranch,2,4.4,Emporia
Flying J Travel Center,-1,3.6,Emporia
Coach's,-1,4.5,Emporia
Jimmy John's,1,4.2,Emporia
Chicken House,1,4.5,Olpe
Huddle House,1,2.5,Emporia
Hays House,2,4.1,Council Grove
Hardee's,1,3.8,Emporia
Bruff's,2,4,Emporia
KFC,1,3.4,Emporia
Mc Donald's,1,3.6,Emporia
Braum's Ice Cream & Burger Restaurant,1,4.2,Emporia
Sonic Drive-In,1,2.8,Osage City
Mc Donald's,1,3.6,Emporia
Braum's Ice Cream & Burger Restaurant,1,4.2,Emporia
Taco Bell,1,3.9,Emporia
Do-B's,2,4.8,Emporia
Casa Ramos,2,4.5,Emporia
Spangles,1,4.2,Emporia
Gambino's Pizza,2,4.2,Emporia
Burger King,1,3.2,Emporia
China Buffet,1,3.7,Emporia
Freddy's Frozen Custard & Steakburgers,1,4.4,Emporia
Papa John's Pizza,1,3.9,Emporia
Peking Express Chinese,1,4.4,Emporia
Trail Days Cafe and Museum,-1,4.8,Council Grove
House of Ma,-1,3.9,Emporia
Little Caesars Pizza,1,4.1,Emporia
Sonic Drive-In,1,4,Emporia
Planet Sub,1,4.4,Emporia
Taco Bell,1,4.1,Emporia
Arby's,1,3.9,Emporia
Pizza Hut,1,4,Osage City
Grand Central Hotel & Grill,2,4,Cottonwood Falls
Casey's General Store,1,2.2,Americus
Casey's General Store,1,3.3,Emporia
Buzzard's Pizza,-1,4.2,Osage City
El Lorito,-1,4.2,Emporia
Casey's General Store,1,3.9,Osage City
Pizza Hut,1,4.4,Council Grove
Casey's General Store,1,3.6,Emporia
Buzzard's Pizza,-1,4.7,Lyndon
Birdcage,-1,-1,Lebo
Casey's General Store,1,4.6,Burlingame
Sonic Drive-In,1,2.9,Council Grove
Long John Silver's,1,4,Emporia
Casey's General Store,1,4.5,Lebo
Wendy's,1,2.4,Lebo
Ray's Apple Market,-1,4.6,Council Grove
Mc Donald's,1,3.4,Emporia
Goodcents Deli Fresh Subs,1,4.3,Emporia
Memorial Union-Hornets Nest,-1,3,Emporia
SUBWAY®Restaurants,1,4.6,Scott City
Pizza Hut,1,3.4,Scott City
Wendy's,1,4.2,Scott City
Casey's General Store,1,3.4,Scott City
Dairy Queen Grill & Chill,1,3.8,Scott City
Circle K,-1,5,Scott City
Sonic Drive-In,1,2.9,Scott City
General Store,-1,-1,Scott City
Grill House,2,4.3,Scott City
Broiler Bar & Restaurant,-1,3.6,Scott City
Peking Garden Restaurant,1,4.4,Scott City
Majestic Theater - Restaurant,-1,4.9,Scott City
Tate's Front Tier Foods,2,4.7,Scott City
La Fiesta Mexican Restaurant,-1,4,Scott City
Los Primos Tamales & Rotisserie Chicken,-1,5,Scott City
El Dos De Oros,-1,4.5,Scott City
Utica Community Cafe,-1,4.7,Utica
Wertz Street Social Emporium,-1,5,Utica
Fort Hays Inn,-1,3.5,Hays
SUBWAY®Restaurants,1,3.7,Hays
SUBWAY®Restaurants,1,3.7,Hays
China Garden Restaurant,2,4.1,Hays
Gella's Diner & Lb. Brewing Co.,2,4.6,Hays
Casey's General Store,1,4,La Crosse
Mc Donald's,1,3.4,Hays
Professor's Classic Sandwich Shop & More,2,4.6,Hays
Gambinos Pizza,2,4.3,Hays
Vernie's Hamburger House,1,4.6,Hays
Jimmy John's,1,4.2,Hays
Gutierrez Cocina Mexicana,2,4.2,Hays
Long John Silver's,1,3,Hays
Pizza Hut,1,4,Hays
Imperial Garden,-1,3.9,Hays
Jalisco Restaurant,2,4.3,Hays
Thirsty's Brew Pub & Grill,2,4.1,Hays
Gutch's Bar & Grill,-1,4.1,Hays
Domino's Pizza,1,4.2,Hays
Taco Grande,-1,3.7,Hays
Freddy's Frozen Custard & Steakburgers,1,4.3,Hays
Applebee’s Grill + Bar,2,3.8,Hays
Lomato's Pizza,-1,4.8,Hays
Mc Donald's,1,3.6,Hays
Al's Chickenette,-1,4.6,Hays
Chinese Food Express,1,4,Hays
Burger King,1,3.6,Hays
Mokas,-1,4.2,Hays
Whiskey Creek | Wood Fire Grill,2,3.4,Hays
Cancun Mexican Grill,-1,4.4,Hays
IHOP,1,4,Hays
Taco Bell,1,3.7,Hays
Sonic Drive-In,1,3.9,Hays
J D's Country Style Chicken,-1,4.4,Hays
Casey's General Store,1,3.5,Hays
Papa Murphy's Take 'N' Bake Pizza,1,4.6,Hays
KFC,1,3.7,Hays
Arby's,1,3.8,Hays
Arthur's Pizza & Mexican Foods,-1,4.3,Ellis
Sake2Me Sushi & Seafood Grille,2,4.5,Hays
Wendy's,1,3.8,Hays
Casey's General Store,1,4,Hays
Casey's General Store,1,4.9,Ellis
